r.squared,adj.r.squared,sigma,statistic,p.value,df,logLik,AIC,BIC,deviance,df.residual,nobs
0.8414239969362045,0.8381711558477164,2.731296462352643,258.6735638313306,8.758592533734644e-77,4,-482.21120406345887,976.4224081269177,996.212312326206,1454.696171225712,195,200
